,Primary Artist,Track Name,Popularity,Added At,Release Date,Artist ID,Track ID,Playlist Date - Release Date,Days Until Discovery
549,Ellen Kirkwood,[A]part 4,0,2018-12-06T22:40:06Z,2018-10-19,4hOYvATOoYZehoNMF6pXX6,1AzIEcFjTQ8ywFUMiCanvU,48 days 22:40:06.000000000,48.0
550,Anthony Shadduck,Law Years,2,2018-12-06T22:40:16Z,2018-10-26,4FnYf4yud4YmAFBesDDle2,07IDRcBzYAV7oSsnuOKVu9,41 days 22:40:16.000000000,41.0
551,Benny Greb,Strings,31,2018-12-16T00:34:04Z,2017-07-21,5hjhUiwzXZliQMmqqkYT81,0LmHhhbLMRDbumynGX1GWr,513 days 00:34:04.000000000,513.0
552,r mccarthy,Big Game,9,2018-12-05T21:18:42Z,2016-05-20,0NXGquUwII6z0ukB4xmvS7,01X6dzndjiiDM72rmifwmT,929 days 21:18:42.000000000,929.0
553,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),80,2018-12-16T07:25:32Z,2018-11-30,3hv9jJF3adDNsBSIQDqcjp,27rdGxbavYJeBphck5MZAF,16 days 07:25:32.000000000,16.0
555,Vundabar,Big Funny,31,2018-12-05T21:50:38Z,2017-10-20,1W4itxt3vwhmrgLEBuVHJ6,5IDltxJNZtj8h5Og98FcSH,411 days 21:50:38.000000000,411.0
556,Miles Mosley,Lovely Rita,11,2018-12-05T21:20:27Z,2018-11-16,61s1uLqt9FobVIJirJo2gA,4zlS6oEFiIwxn7p23UOK9S,19 days 21:20:27.000000000,19.0
557,Mid-Air Thief,Why? 왜?,33,2018-12-05T21:18:42Z,2018-07-31,0zGRuj0aQ3mM6i2dQoO8h0,67o6cRwDvwMlccYzLXAvpv,127 days 21:18:42.000000000,127.0
558,Men I Trust,Seven,60,2018-12-05T21:51:02Z,2018-09-06,3zmfs9cQwzJl575W1ZYXeT,2dwvxOHnQjndZLowIR6PiS,90 days 21:51:02.000000000,90.0
559,Guerilla Toss,Jackie’s Daughter,24,2018-12-06T01:04:12Z,2018-09-14,2PlLrStX2yK6CzyRi3TKnO,7pA3i9vLXoPLPs14xw29Xv,83 days 01:04:12.000000000,83.0
560,Jimmie Herrod,Taboo,3,2018-12-06T01:06:24Z,2018-12-01,1Xv4zUe8zvMow6fp6T2U0w,6MawgzBm8mbNFGaskiix8J,5 days 01:06:24.000000000,5.0
561,David Dominique,To Dave Treut,0,2018-12-06T22:41:03Z,2018-11-09,02P4gB6B5XTZuZzRmt2jkE,7qto6vCntb7TRJ0ZmVIuZW,27 days 22:41:03.000000000,27.0
563,Holly Herndon,Godmother,16,2018-12-07T05:28:15Z,2018-12-04,2c9yn5DJQd5es7YMY92ikZ,4gbfHJEE2VFzoS0MKb77DH,3 days 05:28:15.000000000,3.0
564,Kilchhofer,Hedha,6,2018-12-07T04:36:27Z,2018-03-20,5sLCVlAtuMIQAJevjrekaE,4w5XPTgUENaJFIxTaJkrNn,262 days 04:36:27.000000000,262.0
565,Moonchild,Get To Know It,37,2018-12-07T05:28:01Z,2018-12-07,1VgjAK52kjkQJQQRhTn02t,203itsyYe284CrSjDKS0No,0 days 05:28:01.000000000,0.0
566,Broken Bells,Shelter,62,2018-12-07T05:28:35Z,2018-12-07,6dgwEwnK0YtDfS9XhRwBTG,5C5Fle0gDOcUchmj4RgVH5,0 days 05:28:35.000000000,0.0
567,Gibson Brothers,Everybody Hurts,22,2018-12-17T21:57:22Z,2018-11-09,5a1u9fulLhPXwEWkrxmzEV,3C9JRYzGl8stsfDrlUJKCr,38 days 21:57:22.000000000,38.0
568,Big K.R.I.T.,Learned From Texas,39,2018-12-07T05:28:50Z,2018-11-30,0CKa42Jqrc9fSFbDjePaXP,4aBpRqTt1L3FwDwFzxgHeB,7 days 05:28:50.000000000,7.0
569,The Decemberists,Traveling On,39,2018-12-07T05:28:58Z,2018-11-30,7ITd48RbLVpUfheE7B86o2,2Mev9s0GIkwzvJLbXiZYGs,7 days 05:28:58.000000000,7.0
570,Kanaan,A. Hausenbecken,12,2018-12-11T21:22:15Z,2018-12-07,3Hb1TSP5l7tR214bjmHIBA,7MHp8XYtQ2XvCfv2IIa0Hu,4 days 21:22:15.000000000,4.0
571,The Raconteurs,Now That You're Gone,54,2018-12-19T07:44:07Z,2018-12-19,4wo1267SJuUfHgasdlfNfc,0t3BGP2os4LjXL9TVQn6O0,0 days 07:44:07.000000000,0.0
572,Mark Lanegan,My Shadow Life,33,2018-12-12T17:38:03Z,2018-08-24,1fpXM23IoNckJ7NDAm8YJQ,4AcOcjg12M8xgqsRN4HTAq,110 days 17:38:03.000000000,110.0
576,Cass McCombs,Switch,58,2018-12-20T04:48:50Z,2016-08-26,2iUVQjheBnvOt8vaBrxXJz,42VpxSdGQgnV1UJkWeGYkA,846 days 04:48:50.000000000,846.0
577,Beck,Up All Night - Oliver Remix,49,2018-12-20T05:01:10Z,2018-03-15,3vbKDsSS70ZX9D2OcvbZmS,12aQRcFFIh1zAoPOGTVY2y,280 days 05:01:10.000000000,280.0
578,Unknown Mortal Orchestra,Ministry of Alienation,51,2018-12-25T07:48:06Z,2018-04-06,1LeVJ5GPeYDOVUjxx1y7Rp,0Qe6V0wdzCyHGht84bUunL,263 days 07:48:06.000000000,263.0
579,Melissa Villasenor,Dreamin' You Up,18,2018-12-27T08:23:37Z,2018-12-21,1scooSjOmd2TN1O0CMcfsD,2mqB0DRcrcyIoXVbVaTHWh,6 days 08:23:37.000000000,6.0
580,La Septima Banda,Yo Si Me Enamoré,54,2018-12-28T08:36:24Z,2016-03-25,610tJqABwgZWaRvtJoJQF0,02gifbHrxakrPqKJM5H3TV,1008 days 08:36:24.000000000,1008.0
581,Rafiq Bhatia,Breaking English,40,2018-11-15T07:35:13Z,2018-04-06,29uBPqNiTiQxmLadKstqWP,7Ca9vssiwyAYWt2B23KTaB,223 days 07:35:13.000000000,223.0
582,Jacob Collier,With The Love In My Heart,0,2018-11-02T17:31:09Z,2018-11-02,0QWrMNukfcVOmgEU0FEDyD,56JO9bGFIwkQXDh3omriDK,0 days 17:31:09.000000000,0.0
583,Rob Araujo,Nineteen,36,2018-11-14T22:35:18Z,2018-10-12,6mWAKV1AAFvzxQr7uztRE9,6xEHCWUvalb0fNYuAo591v,33 days 22:35:18.000000000,33.0
584,Anderson .Paak,Mansa Musa (feat. Dr. Dre & Cocoa Sarai),51,2018-11-24T23:16:37Z,2018-11-16,3jK9MiCrA42lLAdMGUZpwa,6i0z6l4tMurGmW82VhzoLi,8 days 23:16:37.000000000,8.0
585,How To Dress Well,Love Means Taking Action,17,2018-11-30T20:37:21Z,2018-10-19,4jLcgJjDGmW0HmvbSf6lEI,0v7oMIivQd3vgXe8vHz6a8,42 days 20:37:21.000000000,42.0
586,Mk.gee,You,3,2018-11-15T07:35:13Z,2018-05-18,7tr9pbgNEKtG0GQTKe08Tz,5qcwzdhDQjHjmu12gOLjY0,181 days 07:35:13.000000000,181.0
587,Remy Morritt,Venera,0,2018-11-26T23:26:08Z,2018-07-31,7DLKYgmZZIZ3mZlKtYA1CE,5MUxopBWIiXXjTuv17UND6,118 days 23:26:08.000000000,118.0
588,Shubh Saran,Sight and Seen,22,2018-11-30T21:06:21Z,2018-11-09,2F9WG9ugzneeesOZfmQ18V,3tW0GVCm9P6cSpV9YnVRy2,21 days 21:06:21.000000000,21.0
589,The Expansions,Miles Away,21,2018-11-26T23:23:22Z,2018-03-09,4xAwNobqzmO6mZ9O69VzkT,4GOjvDUn5BGi6ALcnNOrBb,262 days 23:23:22.000000000,262.0
590,Casey Benjamin,Dig,14,2018-11-26T22:45:14Z,2018-09-28,4HxTNP3xWDisngwqyFxrfr,1mfXXcUQdFpDvMQkohuXEq,59 days 22:45:14.000000000,59.0
591,Daymé Arocena,La Rumba Me Llamo Yo,35,2018-11-30T22:53:38Z,2017-03-10,6LcWO77VeIUPqNY22N3fI0,7cc9UE2A6RUt72KT7Blvcl,630 days 22:53:38.000000000,630.0
592,Maisha,Osiris,0,2018-11-01T16:33:34Z,2018-09-14,0AcvE4vSLoL8k0IYMJuAAN,0s3uQFdK8Sef5nKhL6J7qI,48 days 16:33:34.000000000,48.0
593,Esperanza Spalding,Thang (hips),2,2018-11-02T17:30:51Z,2018-10-19,5bepW5vcdRzheNc0F8lHJ5,45NhEzSuvE5M5i3cYwphuL,14 days 17:30:51.000000000,14.0
594,Regina Spektor,Birdsong,43,2018-11-13T07:53:11Z,2018-11-09,3z6Gk257P9jNcZbBXJNX5i,5TeAu9plYut6PN8A3DJRmH,4 days 07:53:11.000000000,4.0
595,MARO,Mariana,24,2018-11-24T23:17:36Z,2018-10-30,3NP4jJcW3R6qO6rbtnH0wn,5TSeJ2XjbqsA1wc4QmR8kV,25 days 23:17:36.000000000,25.0
596,Karen O,Lux Prima,37,2018-11-26T23:26:24Z,2018-11-16,6emHCSoB4tJxTVXakbrpPz,734rk1kHSPkEFZrn6KTrEn,10 days 23:26:24.000000000,10.0
597,ROSALÍA,PIENSO EN TU MIRÁ - Cap.3: Celos,66,2018-11-15T07:37:30Z,2018-07-24,7ltDVBr6mKbRvohxheJ9h1,0qKxqVcFCMmrjjvIgjjEE6,114 days 07:37:30.000000000,114.0
598,trentemøller,Transformer Man,32,2018-11-15T07:37:02Z,2018-10-26,4O71i7ke5iIBX6RNSFoZbS,1ih0s2C9qCIIbnT56Os5an,20 days 07:37:02.000000000,20.0
599,Fire-Toolz,Proxy Bay 🌀,0,2018-11-30T20:37:11Z,2018-08-24,7nJawFIm90c4jAQFLabc1o,5svLuA4P3DcHZXtVcHcaL4,98 days 20:37:11.000000000,98.0
600,Saba,Stoney,58,2018-11-22T04:26:41Z,2016-10-27,7Hjbimq43OgxaBRpFXic4x,0HU8CeTestQjoRF2ekaLqx,756 days 04:26:41.000000000,756.0
601,Vince Staples,Don't Get Chipped,54,2018-11-02T16:26:34Z,2018-11-02,68kEuyFKyqrdQQLLsmiatm,3NV4DUVDd2qubFtp4CgQ3p,0 days 16:26:34.000000000,0.0
602,Thundercat,King of the Hill,51,2018-11-02T16:26:34Z,2018-10-30,4frXpPxQQZwbCu3eTGnZEw,412dl18sru0auliZKbAOUU,3 days 16:26:34.000000000,3.0
603,Anderson .Paak,The Chase (feat. Kadhja Bonet),50,2018-11-16T07:31:21Z,2018-11-16,3jK9MiCrA42lLAdMGUZpwa,48Y9pNe30o273HGYKyMKj9,0 days 07:31:21.000000000,0.0
604,August Greene,Black Kennedy,40,2018-11-14T22:32:32Z,2018-05-11,7KIFh8WDiqlz1Dlopd03cy,6yqh2nC9bh6AmERjlxaQ69,187 days 22:32:32.000000000,187.0
605,Benny Sings,Passionfruit,49,2018-11-23T19:31:47Z,2018-11-07,4gHcu2JoaXJ0mV4aNPCd7N,2kJkqf6oC5Fapsccu7qjXy,16 days 19:31:47.000000000,16.0
606,MUNYA,Hotel Delmano,39,2018-11-30T20:37:08Z,2018-08-28,0JnhdXEQfVjoY1OgwTExwO,0yMnOHoN8bGgE7hFqUgjbV,94 days 20:37:08.000000000,94.0
607,How To Dress Well,Body Fat,22,2018-11-30T20:37:21Z,2018-10-19,4jLcgJjDGmW0HmvbSf6lEI,2GzFqhTWXi6eztG5iiRAIp,42 days 20:37:21.000000000,42.0
608,Yves Tumor,Lifetime,44,2018-11-30T20:37:17Z,2018-09-05,0qu422H5MOoQxGjd4IzHbS,6z1TKEurXotxsMGB0Kuuka,86 days 20:37:17.000000000,86.0
609,Stephen Steinbrink,Bad Love,31,2018-11-30T20:36:46Z,2018-11-09,5i74r8NAl9N4v6S3C9mgcc,6qK5xqHTeuIbOBfEXye1dK,21 days 20:36:46.000000000,21.0
610,Jungle,Smile,53,2018-11-24T23:30:35Z,2018-09-14,59oA5WbbQvomJz2BuRG071,2Y6yBb2KctOmsxRSS8ZaKY,71 days 23:30:35.000000000,71.0
612,Sevdaliza,Marilyn Monroe,0,2018-11-24T23:16:03Z,2017-04-26,5MraexJKZDrQYzS98kNwie,2CcLBFxWgi2X3ZRzqlkoul,577 days 23:16:03.000000000,577.0
613,Anderson .Paak,Who R U?,45,2018-11-15T07:50:49Z,2018-11-09,3jK9MiCrA42lLAdMGUZpwa,6dmJzZNWQQEjdCVZPVUfLn,6 days 07:50:49.000000000,6.0
614,Black Thought,Conception,0,2018-11-26T23:25:05Z,2018-11-19,6DJEUXZm0e2rAohdoZ5Voo,2W8zxjDidj69sXFL2NCunx,7 days 23:25:05.000000000,7.0
615,JID,Slick Talk,0,2018-11-30T22:51:01Z,2018-11-26,6U3ybJ9UHNKEdsH7ktGBZ7,2UfFqfSYANBBKa7uJPFyzK,4 days 22:51:01.000000000,4.0
616,Big K.R.I.T.,Red Eye,32,2018-11-26T18:52:52Z,2012-01-01,0CKa42Jqrc9fSFbDjePaXP,1x7tGNqF2SxAOlCHzqEZLe,2521 days 18:52:52.000000000,2521.0
617,Kelly Moran,Water Music,34,2018-11-15T07:50:49Z,2018-11-02,1SFqXNEGetmMW6VPZseNqy,6PN8bVP6kjAW6UwqileVWR,13 days 07:50:49.000000000,13.0
619,Thought Gang,Logic and Common Sense,20,2018-11-15T07:50:49Z,2018-11-02,0PKN6JOWDMvh84VyPWho2E,6kLzN4HxuDAMTFvZM5pyYS,13 days 07:50:49.000000000,13.0
620,Anderson .Paak,Linus & Lucy - Recorded at Spotify Studios NYC,51,2018-11-23T22:42:48Z,2018-11-14,3jK9MiCrA42lLAdMGUZpwa,0NZqj0STahY0l4UR81wQj4,9 days 22:42:48.000000000,9.0
621,Joey Alexander,Giant Steps,28,2018-11-27T06:44:21Z,2015-05-12,0FcNSKwWZJb98ry9M2qEII,0ZSkhkNjIehr3OaHpFtsSj,1295 days 06:44:21.000000000,1295.0
622,Geir Sundstøl,Snev,18,2018-10-10T21:09:58Z,2018-10-05,7mVOcdjvBq2ivxf3nOvWiC,42AfomcBLMusnOqrU24F1A,5 days 21:09:58.000000000,5.0
623,Thousands,New America,0,2018-10-15T04:17:41Z,2018-05-25,6TVDpFphvnROwgVdxsCRDQ,6qENk06CsaKCLvvUOGNPVm,143 days 04:17:41.000000000,143.0
624,Ben Wendel,October,0,2018-10-04T18:44:13Z,2018-09-28,0gaASCUAMqvXxGFDYaNFca,4rcNjMoxzgidEdl44XMAX7,6 days 18:44:13.000000000,6.0
625,Aaron Parks,Professor Strangeweather,27,2018-10-15T04:21:24Z,2018-10-19,22KzEvCtrTGf9l6k7zFcdv,71PejZAS2DGZH89V5RKgtI,0 days 00:00:00.000000000,0.0
626,Anderson .Paak,Tints (feat. Kendrick Lamar),64,2018-10-04T18:40:35Z,2018-10-04,3jK9MiCrA42lLAdMGUZpwa,1gnwGVoG7V08vMX3hyr90x,0 days 18:40:35.000000000,0.0
627,Kelela,KAYTRANADA_WAITIN_115 BPM,56,2018-10-15T03:45:04Z,2018-10-05,1U0sIzpRtDkvu1hXXzxh60,1WivaDTus6pTZQQLBQYDm3,10 days 03:45:04.000000000,10.0
631,Shyamala,Stranger Things,2,2018-10-09T17:46:37Z,2018-08-17,0Tviw34k2zZgRWZHmz1S7d,0ZzuXQH5NnesDTNfge5njy,53 days 17:46:37.000000000,53.0
632,Anna Wise,Easy,42,2018-10-04T18:40:35Z,2018-08-17,0N41KJ4H6bkPAm2tx7VS8C,33osQqzeC39Nk3jdTBqsa6,48 days 18:40:35.000000000,48.0
633,Sampha,Treasure,51,2018-10-13T17:33:01Z,2018-10-12,2WoVwexZuODvclzULjPQtm,6mtnu7p8tkUzlDO3KOoaTY,1 days 17:33:01.000000000,1.0
634,Omar Apollo,Hijo de Su Madre,58,2018-10-27T15:17:44Z,2018-05-30,5FxD8fkQZ6KcsSYupDVoSO,2LGR3T1xZwuELcOi6DpMXY,150 days 15:17:44.000000000,150.0
635,Teddy Yo,Andegna,4,2018-10-19T01:17:51Z,2018-03-02,6keR1xz9mkzbtLykVlJAGl,3uUMwnrgQG9MIXz7YzkIs7,231 days 01:17:51.000000000,231.0
638,Rainbow Kitten Surprise,Fever Pitch,60,2018-10-04T18:40:35Z,2018-04-06,4hz8tIajF2INpgM0qzPJz2,5vyt44455ipNNVSYq8fYY7,181 days 18:40:35.000000000,181.0
639,Hailu Mergia,Yegle Nesh,32,2018-10-04T19:00:38Z,2015-06-08,0rsN9DKQhTCvkgbByOOBIm,0IJRdnLj0g0D3m3Fxy8gnQ,1214 days 19:00:38.000000000,1214.0
643,Yazmin Lacey,Something My Heart Trusts,49,2018-10-04T18:40:35Z,2018-04-27,2datC2OML2YxykP6vnDRmg,3x6MMrVeJrWLbLCs6wgMf0,160 days 18:40:35.000000000,160.0
644,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),63,2018-10-10T21:16:03Z,2018-10-10,4596e2d3KmYzAeVenjCxfj,4ej94zqr9xYLbWphCH3TcD,0 days 21:16:03.000000000,0.0
645,Mc Pedrinho,4M no Toque,44,2018-10-04T18:40:35Z,2016-10-05,1etNnR2SdlelBQAICa2Q5m,1FXuG6oc7i8rHTFW65Bi1K,729 days 18:40:35.000000000,729.0
647,NVDES,Mind Body Soul Music,0,2018-10-31T03:19:26Z,2018-10-26,5L6tkH3jDmFBX9dYdFFQXy,5eIctrRZoST2VWmCLN6G75,5 days 03:19:26.000000000,5.0
648,Half Waif,Every Animal,13,2018-10-04T18:55:20Z,2018-09-28,28mCmWkgrWHZ4fm5c3OcIj,387Cocu7pIkng3DUSoDkW6,6 days 18:55:20.000000000,6.0
652,LAKE,On the Swing,11,2018-10-20T23:26:38Z,2017-04-07,1KvWSkU2qrxVTpkMgdMqqF,0Dg2bCZDoCrelkly6Ze67T,561 days 23:26:38.000000000,561.0
653,Thom Yorke,Has Ended,0,2018-10-04T18:54:14Z,2018-10-03,4CvTDPKA6W06DRfBnZKrau,30STiyu4g0I9ZTE6XDLpti,1 days 18:54:14.000000000,1.0
654,Marc Ribot,Bella Ciao (Goodbye Beautiful),43,2018-10-04T18:40:35Z,2018-09-12,7jAeRfT8LYCxydM2Y1Egvn,1Lf4Dp7RTPwNI1pw9uOLrK,22 days 18:40:35.000000000,22.0
655,Thousands,Falling In,0,2018-10-15T04:17:04Z,2018-05-25,6TVDpFphvnROwgVdxsCRDQ,0RmKzmPpSSVhAqbSTQ52Oo,143 days 04:17:04.000000000,143.0
656,Lady Gaga,Shallow - Radio Edit,80,2018-10-16T03:06:20Z,2018-10-05,1HY2Jd0NmPuamShAr6KMms,6QfS2wq5sSC1xAJCQsTSlj,11 days 03:06:20.000000000,11.0
657,Genevieve Artadi,Will You Tell Me,1,2018-10-04T18:40:35Z,2018-08-10,4FGpdN4lqGwjrFx9f2E1RI,39TsWtnanCE3WYOhgRVYa3,55 days 18:40:35.000000000,55.0
658,Lucy Dacus,Night Shift,63,2018-10-15T03:42:26Z,2018-03-02,07D1Bjaof0NFlU32KXiqUP,2AF5Kzxb4pz7j79Ity84pP,227 days 03:42:26.000000000,227.0
659,White Denim,Magazin,46,2018-10-04T18:59:41Z,2018-08-24,0RdRumkn2UydUjqytNJ2Cp,5AGBFyilvFUgjBj30cbpza,41 days 18:59:41.000000000,41.0
661,Jerseyband,Not Hammer,0,2018-10-15T04:15:25Z,2012-08-04,5ehokdy3w8kcPqdLBYN3bu,1NlaRts3uEHqpxgiWKdj3I,2263 days 04:15:25.000000000,2263.0
662,Ben Eunson,Autumn,6,2018-10-10T05:14:04Z,2015-04-21,4JlQVqyiYCdLYnIPtmBGQn,5DVkyyP0AllL6RpoLHZPwe,1268 days 05:14:04.000000000,1268.0
663,Sungjae Son,Ewha,8,2018-10-04T18:40:35Z,2018-08-31,4dvCho4hWbAWfBplEkZs2R,07xOtCQHiycvbvoZJXcpMX,34 days 18:40:35.000000000,34.0
664,Shai Maestro,The Dream Thief,52,2018-10-04T18:40:35Z,2018-08-24,0ctjXj4AKsMtj6Tsm0JzSj,0YCzCTj47uGmUC72vWkVcy,41 days 18:40:35.000000000,41.0
665,Wayne Horvitz,IMB,2,2018-10-10T21:09:58Z,2018-10-05,487HXAyrcmBArKEcj7KYhZ,6sla85M4XZe324GKhJMwt2,5 days 21:09:58.000000000,5.0
666,Danilo Perez,Sunburn and Mosquito,15,2018-10-04T18:40:35Z,2015-09-18,6nPiCm3jwXHrOsMbTDoc4E,5vwYfReElG9Y9Bo8K7L1MN,1112 days 18:40:35.000000000,1112.0
668,Paul Simon,Can't Run But,47,2018-10-15T01:05:15Z,2018-09-07,2CvCyf1gEVhI0mX6aFXmVI,0bRshP34vAHgzgFfz5DjOp,38 days 01:05:15.000000000,38.0
669,Wayne Horvitz,"Those Who Remain, Mov. I: Three Stops to Ten Sheep",0,2018-10-15T03:47:04Z,2018-10-12,487HXAyrcmBArKEcj7KYhZ,5urJ5XCxfq3NnJBhCYG95K,3 days 03:47:04.000000000,3.0
670,Wolfgang Mitterer,Beethoven - Schicksal,28,2018-10-04T18:40:35Z,2018-07-13,1xRYkvHwlra27yH4nQrsoa,3jTBVN1NCcKBmv1D9mPzx9,83 days 18:40:35.000000000,83.0
671,Ben Johnston,String Quartet No. 7: Eerie,14,2018-10-04T18:40:35Z,2016-04-15,075OzURxftv1bWToNH91E5,3rCMLCVUvdN0k7deNqREib,902 days 18:40:35.000000000,902.0
672,Noname,Part Of Me,7,2018-09-18T02:18:54Z,2018-09-14,1EpyA68dKpjf7jXmQL88Hy,3XSHyuem7nf5GQzeScCu8S,4 days 02:18:54.000000000,4.0
673,The Internet,Roll (Burbank Funk),57,2018-09-08T19:55:33Z,2018-07-20,7GN9PivdemQRKjDt4z5Zv8,01bfHCsUTwydXCHP1VoLlI,50 days 19:55:33.000000000,50.0
674,Nyeusi,Lots for Nothin',16,2018-09-21T20:40:33Z,2018-06-29,3KrnIaNTFCYzjThFz60hbP,6wO7w9f0TKxH2cgKzDsHw3,84 days 20:40:33.000000000,84.0
675,Pregnant,She Noticed,10,2018-09-15T00:38:30Z,2017-06-30,4LkFDNJcZpdCU8AvZ68DNO,2QTBjs745eJR3mPztRJFNB,442 days 00:38:30.000000000,442.0
676,Cory Henry,In the Water,36,2018-09-22T20:01:19Z,2018-07-13,21SOnTj5ECwVXeBUTRcP3s,7tWucNZyDYKdUcbNNMOQ9z,71 days 20:01:19.000000000,71.0
677,José James,Lovely Day,26,2018-09-22T19:25:25Z,2018-09-14,4l2MwXYwUDQKHcUXwCZjEz,1WeeBYZgwkFXRvJqBo85sL,8 days 19:25:25.000000000,8.0
678,Aaron Parks,Kid,34,2018-09-22T20:09:59Z,2018-10-19,22KzEvCtrTGf9l6k7zFcdv,26LRGu8IEek7n7SO6oWzuc,0 days 00:00:00.000000000,0.0
679,Neon Indian,Dear Skorpio Magazine,16,2018-09-07T00:14:08Z,2015-10-16,0KydPQPUUoTNhmiHKOg5Er,42INJ6LRqTMqBiJYlHLRD3,1057 days 00:14:08.000000000,1057.0
680,Guerilla Toss,Meteorological,33,2018-09-23T02:16:08Z,2018-09-14,2PlLrStX2yK6CzyRi3TKnO,7LTWOhrAhkNl3pl4Tdky9o,9 days 02:16:08.000000000,9.0
681,Shrek Is Love,An Ass for a Friend,20,2018-09-23T16:50:04Z,2018-09-03,3DrM2bIAhY2nAaTXxDz8RC,4lFgcBv3MBYvLCxZyU7Sj0,20 days 16:50:04.000000000,20.0
682,Michael Rault,Sleep with Me,25,2018-09-03T00:02:14Z,2018-05-18,1bcztlEOrJIIfLbUIKQY6O,4gYNvaVqTa9AoNLXlJbBNE,108 days 00:02:14.000000000,108.0
683,Paul McCartney,I Don't Know,39,2018-09-01T07:29:50Z,2018-06-20,4STHEaNw4mPZ2tzheohgXB,0SH3ArZw24kjvalx0HSFBn,73 days 07:29:50.000000000,73.0
684,Isaiah Sharkey,Heaven,35,2018-09-18T08:21:31Z,2017-09-18,0kp0swievR0bFFY3zRoETY,1DLX1cWvHtscnAk8tpsY04,365 days 08:21:31.000000000,365.0
685,Landlady,Above My Ground,0,2018-09-23T16:47:15Z,2018-07-31,49BZ5IiDgPouHX3pg8O4nK,2WV6CQigCUIT9U1fXi5YV6,54 days 16:47:15.000000000,54.0
687,Visible Cloaks,Screen,33,2018-09-23T02:08:08Z,2017-02-17,2gqmFO0Wo92qaqwwgL6fZG,3lLcEArhIl5jYJYNnV7Xph,583 days 02:08:08.000000000,583.0
688,Eugene Marie,It'll Never Be This Good,7,2018-09-18T22:03:17Z,2017-07-12,6NuUoJb8ZNmm4HF45WmURO,16WAfDSGxtkFKn8rywiiLJ,433 days 22:03:17.000000000,433.0
689,Anna Wise,Real Thang,37,2018-09-22T20:20:20Z,2018-09-21,0N41KJ4H6bkPAm2tx7VS8C,7vMKEDz0BfNj2If8PcCd1D,1 days 20:20:20.000000000,1.0
690,Donny McCaslin,The Opener (feat. Sun Kil Moon),2,2018-09-23T16:43:15Z,2018-09-07,1CS1JV6wZUIf5hbsWoiH1M,1661BTC4pCYYrMCpKcd68a,16 days 16:43:15.000000000,16.0
692,OverDoz.,Manifesto,40,2018-09-07T02:34:44Z,2017-10-27,5I81SUgzZ0g7dWkWKDc4QY,63wbLMdKSIrmnxctXgbXaF,315 days 02:34:44.000000000,315.0
693,HIRA,Red Light Drive,36,2018-09-23T01:47:31Z,2018-07-31,2rxiXXKdtR1e3ByeaGs7tv,0WFmZNMU5DKRZB0PlFXo5Z,54 days 01:47:31.000000000,54.0
694,Kero Kero Bonito,Make Believe,26,2018-09-22T20:08:29Z,2018-09-17,6OqhFYFJDnBBHas02HopPT,1gEMQ9Qxco4ZIL8vH6WdOk,5 days 20:08:29.000000000,5.0
695,Neon Indian,Slumlord,23,2018-09-10T02:38:04Z,2015-10-16,0KydPQPUUoTNhmiHKOg5Er,2weQYYPcdFveCzVfcgTxix,1060 days 02:38:04.000000000,1060.0
697,Ambrose Akinmusire,a blooming bloodfruit in a hoodie,9,2018-09-23T16:43:03Z,2018-09-14,4ai53dgSBGhQwcFtGyY1bF,0V5xJIpfAR8vfUqekyVX7e,9 days 16:43:03.000000000,9.0
698,Kelly Moran,Helix (Edit),37,2018-09-23T16:46:46Z,2018-09-06,1SFqXNEGetmMW6VPZseNqy,4rv3UTtKes3ICbrUAV3XWy,17 days 16:46:46.000000000,17.0
699,Beth Orton,I Never Asked To Be Your Mountain,33,2018-09-23T16:52:38Z,2018-06-01,6cLEWhEKQl6nAvgr60M7zC,0d03EZuaXoZrVXQJom4YeM,114 days 16:52:38.000000000,114.0
700,Kontages,Contagious,13,2018-09-07T02:37:26Z,2015-07-23,1pZQKC6RESDmHitEw5rHok,4iI8bSFHde2lQTbEX61XVB,1142 days 02:37:26.000000000,1142.0
701,Emptyset,Dissolve,27,2018-09-23T02:07:26Z,2017-01-27,6iVzn7VOmHkhFAnB8XAGZ4,6GVeRNxRm2xU0DfddzNVtE,604 days 02:07:26.000000000,604.0
702,Bad Luck,Capital,0,2018-09-23T16:54:14Z,2018-08-17,5Cg8yA6ZmSge0qEJPuO2mE,5xkYCRY4C6ZSizC8QvvlsP,37 days 16:54:14.000000000,37.0
703,Ruthven,Hypothalamus,44,2018-08-01T18:39:53Z,2018-07-26,2FxdltjRC96gWJ7tMUadnz,6OtoPF68bGySlRWxJtgwQF,6 days 18:39:53.000000000,6.0
704,Donny McCaslin,Club Kidd,2,2018-08-13T00:41:07Z,2018-08-02,1CS1JV6wZUIf5hbsWoiH1M,0gNMEgwEzN6JoMVOCOUFNY,11 days 00:41:07.000000000,11.0
705,Louis Cole,Real Life,27,2018-08-13T00:41:58Z,2018-08-10,6uIst176jhzooPMetg2rtH,0MHqixUUjcWIlIYnd8q5ZZ,3 days 00:41:58.000000000,3.0
